0,0,0,1,1,0,2.3407938656941547,-0.964075,1.18626,-0.40034737041779295

0,0,0,1,0,0,2.747362386719846,-0.198354,1.18626,-0.40034737041779295

0,0,0,1,0,0,2.747362386719846,-0.198354,1.18626,-0.40034737041779295

0,0,0,1,0,1,2.747362386719846,-0.964075,1.18626,-0.40034737041779295

0,0,0,1,1,0,2.747362386719846,-0.198354,1.18626,-0.40034737041779295

0,0,0,1,0,0,2.747362386719846,1.50325,1.18626,-0.40034737041779295

0,0,0,1,1,0,2.747362386719846,1.50325,1.18626,-0.40034737041779295

0,0,0,1,1,0,2.747362386719846,1.50325,1.18626,-0.40034737041779295

0,0,0,1,1,1,2.747362386719846,-0.964075,1.18626,-0.40034737041779295

0,0,0,1,0,1,2.747362386719846,-0.964075,1.18626,-0.40034737041779295

0,0,0,1,0,0,2.747362386719846,-0.964075,1.18626,-0.40034737041779295

0,0,0,1,1,0,2.747362386719846,1.50325,1.18626,-0.40034737041779295

0,0,0,1,1,0,2.747362386719846,1.50325,1.18626,-0.40034737041779295

0,0,0,1,1,0,2.747362386719846,-0.964075,1.18626,-0.40034737041779295

0,0,0,1,1,1,2.747362386719846,1.50325,1.18626,0.785217195428463

0,0,0,1,1,0,2.747362386719846,-0.198354,1.18626,-0.40034737041779295

0,0,0,1,0,1,2.747362386719846,1.50325,1.18626,0.785217195428463

0,0,0,1,1,0,2.747362386719846,1.50325,1.18626,-0.40034737041779295

0,0,0,1,0,1,2.747362386719846,-0.964075,1.18626,-0.40034737041779295

0,0,0,1,1,0,2.747362386719846,-0.198354,1.18626,-0.40034737041779295

0,0,0,1,0,1,2.747362386719846,-0.198354,1.18626,-0.40034737041779295

0,0,0,1,1,0,2.747362386719846,1.50325,1.18626,-0.40034737041779295

0,0,0,1,1,1,2.3407938656941547,1.50325,1.18626,0.785217195428463
0,0,0,1,0,0,2.747362386719846,1.50325,1.18626,-0.40034737041779295
0,0,0,1,1,1,2.747362386719846,-0.964075,1.18626,-0.40034737041779295
0,0,0,1,1,0,2.747362386719846,-0.964075,1.18626,-0.40034737041779295
0,0,0,1,0,1,2.747362386719846,-0.964075,1.18626,-0.40034737041779295
0,0,0,1,1,1,2.747362386719846,-0.198354,1.18626,-0.40034737041779295
0,0,0,1,1,0,2.747362386719846,-0.198354,1.18626,-0.40034737041779295
0,0,0,1,0,1,2.747362386719846,-0.964075,1.18626,-0.40034737041779295
0,0,0,1,1,0,2.747362386719846,-0.964075,1.18626,-0.40034737041779295
0,0,0,1,0,1,2.747362386719846,-0.198354,1.18626,-0.40034737041779295
0,0,0,1,1,1,2.747362386719846,-0.198354,1.18626,-0.40034737041779295
0,0,0,1,1,0,2.3407938656941547,1.50325,1.18626,-0.40034737041779295
0,0,0,1,1,1,2.747362386719846,-0.964075,1.18626,-0.40034737041779295
0,0,0,1,0,0,2.747362386719846,-0.964075,1.18626,-0.40034737041779295
